id,MachineFailure_pred,MachineFailure_probs
136429,0,0.006928266349707018
136430,0,0.005091394116847702
136431,0,0.003451486566096923
136432,0,0.0029579149549047914
136433,0,0.006049394851664159
136434,0,0.003268400695270385
136435,0,0.015068582860111408
136436,0,0.006863235655430074
136437,0,0.003163424247629598
136438,0,0.0034915215069178203
136439,0,0.0034915215069178203
136440,0,0.0035099023696079502
136441,0,0.003268400695270385
136442,0,0.003451486566096923
136443,0,0.0030955589410683144
136444,0,0.003451486566096923
136445,0,0.003451486566096923
136446,1,0.8196554216644928
136447,0,0.003451486566096923
136448,0,0.0034915215069178203
136449,0,0.005091394116847702
136450,0,0.0032689826082295563
136451,0,0.003451486566096923
136452,0,0.027987925753122825
136453,0,0.005091394116847702
136454,0,0.0029283042891955924
136455,0,0.0034915215069178203
136456,0,0.006545898262620702
136457,0,0.002939970502133325
136458,0,0.007028433286052687
136459,0,0.012127622772824403
136460,0,0.01283770180684677
136461,0,0.003451486566096923
136462,0,0.024980048327550103
136463,0,0.015926419582672456
136464,0,0.006774173015120555
136465,0,0.003268400695270385
136466,0,0.006928266349707018
136467,0,0.003292939687096163
136468,0,0.0030160157950269236
136469,0,0.0034915215069178203
136470,0,0.0034915215069178203
136471,0,0.008624958973035373
136472,0,0.01402556754905911
136473,0,0.003268400695270385
136474,0,0.0034915215069178203
136475,0,0.002939970502133325
136476,0,0.051915022783381747
136477,0,0.007028433286052687
136478,0,0.003268400695270385
136479,0,0.0029283042891955924
136480,0,0.013418415310443924
136481,0,0.008039425079938036
136482,0,0.1376032895031859
136483,0,0.002939970502133325
136484,0,0.0032689826082295563
136485,0,0.0029579149549047914
136486,0,0.0034915215069178203
136487,0,0.003268400695270385
136488,0,0.008953458115277507
136489,0,0.003268400695270385
136490,0,0.10836459358265352
136491,0,0.009684330262614631
136492,0,0.003268400695270385
136493,0,0.012717080682749576
136494,0,0.003268400695270385
136495,0,0.008305435747423708
136496,0,0.006863235655430074
136497,0,0.0030833035461155607
136498,0,0.01876577728616952
136499,0,0.003292939687096163
136500,0,0.0042813731087604995
136501,0,0.003451486566096923
136502,0,0.006246500542339932
136503,0,0.006109572553964161
136504,0,0.003451486566096923
136505,0,0.006724528197622988
136506,0,0.0032689826082295563
136507,0,0.0029283042891955924
136508,0,0.003268400695270385
136509,0,0.002952843281021371
136510,0,0.003268400695270385
136511,0,0.0035099023696079502
136512,0,0.0029283042891955924
136513,0,0.008112631240367613
136514,0,0.003268400695270385
136515,0,0.0030160157950269236
136516,0,0.0032689826082295563
136517,0,0.0029283042891955924
136518,0,0.003451486566096923
136519,0,0.0029283042891955924
136520,0,0.00734191289612453
136521,0,0.0032689826082295563
136522,0,0.009531790252521261
136523,0,0.003268400695270385
136524,0,0.003292939687096163
136525,0,0.003101247998887026
136526,0,0.003268400695270385
136527,0,0.003346565588199661
136528,0,0.003071637333177828
136529,0,0.003346565588199661
136530,0,0.00937407029531465
136531,0,0.0032689826082295563
136532,0,0.0029579149549047914
136533,0,0.012628743158230437
136534,0,0.0034915215069178203
136535,0,0.0034915215069178203
136536,0,0.0060489052614794816
136537,0,0.003451486566096923
136538,0,0.003451486566096923
136539,0,0.003451486566096923
136540,0,0.003346565588199661
136541,0,0.003451486566096923
136542,0,0.0033670611232535937
136543,0,0.003451486566096923
136544,0,0.0030160157950269236
136545,0,0.003163424247629598
136546,0,0.0029283042891955924
136547,0,0.007226987329131045
136548,0,0.003451486566096923
136549,0,0.0059309426189618755
136550,0,0.0029283042891955924
136551,0,0.003096176325003606
136552,0,0.0034915215069178203
136553,0,0.00894029055512054
136554,0,0.0034915215069178203
136555,0,0.02377286038503869
136556,0,0.006067870607337647
136557,0,0.0034915215069178203
136558,0,0.003451486566096923
136559,0,0.003268400695270385
136560,0,0.003859943178370301
136561,0,0.006206578065144732
136562,0,0.0030160157950269236
136563,0,0.003268400695270385
136564,0,0.003268400695270385
136565,0,0.008220738687392162
136566,0,0.0034915215069178203
136567,0,0.003268400695270385
136568,0,0.006863235655430074
136569,0,0.0032689826082295563
136570,0,0.0029283042891955924
136571,0,0.007850428098564427
136572,0,0.006863235655430074
136573,0,0.003346565588199661
136574,0,0.003451486566096923
136575,0,0.003268400695270385
136576,0,0.003292939687096163
136577,0,0.003340876530380949
136578,0,0.0032042942316618463
136579,0,0.018542460688466034
136580,0,0.0030160157950269236
136581,0,0.009275519503765083
136582,0,0.003451486566096923
136583,0,0.003451486566096923
136584,0,0.003292939687096163
136585,0,0.020362124232595518
136586,0,0.17949290008253185
136587,0,0.0029283042891955924
136588,0,0.003346565588199661
136589,0,0.006847119678598562
136590,0,0.002939970502133325
136591,0,0.014198370086484917
136592,0,0.02381289532585959
136593,0,0.010360371686363237
136594,0,0.0030160157950269236
136595,0,0.003268400695270385
136596,0,0.003451486566096923
136597,0,0.003268400695270385
136598,0,0.003451486566096923
136599,0,0.003268400695270385
136600,0,0.003451486566096923
136601,0,0.007010887638925444
136602,0,0.003268400695270385
136603,0,0.008649036089543724
136604,0,0.002939970502133325
136605,0,0.009142278773686114
136606,0,0.0034915215069178203
136607,0,0.009060911679217737
136608,0,0.015632367689075638
136609,0,0.0030160157950269236
136610,0,0.003292939687096163
136611,0,0.0030160157950269236
136612,0,0.0029283042891955924
136613,0,0.003268400695270385
136614,0,0.003451486566096923
136615,0,0.003451486566096923
136616,0,0.0029522258970860788
136617,0,0.003451486566096923
136618,0,0.003268400695270385
136619,0,0.0032689826082295563
136620,0,0.003292939687096163
136621,0,0.0030833035461155607
136622,0,0.003319578894988981
136623,0,0.003268400695270385
136624,0,0.009154898379667886
136625,0,0.0032689826082295563
136626,0,0.0030160157950269236
136627,0,0.02232080448223981
136628,0,0.0051202436927066195
136629,0,0.0030160157950269236
136630,0,0.0030160157950269236
136631,0,0.003292939687096163
136632,0,0.003268400695270385
136633,0,0.008646374566615978
136634,0,0.006115617351316501
136635,0,0.00570405756354525
136636,0,0.0073031076567219265
136637,0,0.003268400695270385
136638,1,0.8267527102350185
136639,0,0.011844203357745078
136640,0,0.05247842739712339
136641,0,0.002939970502133325
136642,0,0.003268400695270385
136643,0,0.024956091248683497
136644,0,0.003451486566096923
136645,0,0.0034915215069178203
136646,0,0.003101247998887026
136647,0,0.003268400695270385
136648,0,0.06262701527910573
136649,0,0.003268400695270385
